Date,Open,High,Low,Close,Adj Close,Volume,10_ac_ma,20_ac_ma,50_ac_ma,10_ac_bb_u,10_ac_bb_l,20_ac_bb_u,20_ac_bb_l,50_ac_bb_u,50_ac_bb_l
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,0.10092189908027649,469033600,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,0.09565676748752594,175884800,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,0.08863575756549835,105728000,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,0.09082958847284317,86441600,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,0.09346295148134232,73449600,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,0.0991668775677681,48630400,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,0.10399327427148819,37363200,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,0.1083817183971405,46950400,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,0.1140855997800827,48003200,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,0.12461671978235245,55574400,0.10197511538863183,0.10897390879690647,0.10424811124801636,0.12436518030145775,0.0795850504758059,0.1320020167796851,0.08594580081412784,0.12668533335013665,0.08181088914589608
