Date,Open,High,Low,Close,Adj Close,Volume,10_ac_ma,20_ac_ma,50_ac_ma
1962-01-02,7.7133331298828125,7.7133331298828125,7.626667022705078,7.626667022705078,1.8582425117492676,390000,,,
1962-01-03,7.626667022705078,7.693333148956299,7.626667022705078,7.693333148956299,1.874484658241272,292500,,,
1962-01-04,7.693333148956299,7.693333148956299,7.613333225250244,7.616666793823242,1.855804681777954,262500,,,
1962-01-05,7.6066670417785645,7.6066670417785645,7.453332901000977,7.466667175292969,1.819257140159607,367500,,,
1962-01-08,7.460000038146973,7.460000038146973,7.266666889190674,7.326666831970215,1.785148024559021,547500,,,
1962-01-09,7.360000133514404,7.506667137145996,7.360000133514404,7.413332939147949,1.8062629699707031,495000,,,
1962-01-10,7.426667213439941,7.460000038146973,7.426667213439941,7.426667213439941,1.8095135688781738,300000,,,
1962-01-11,7.446667194366455,7.506667137145996,7.446667194366455,7.506667137145996,1.8290035724639893,322500,,,
1962-01-12,7.519999980926514,7.573332786560059,7.519999980926514,7.519999980926514,1.8322532176971436,442500,,,
1962-01-15,7.546667098999023,7.570000171661377,7.546667098999023,7.553332805633545,1.8403737545013428,255000,1.8310344099998475,,
1962-01-16,7.546667098999023,7.546667098999023,7.47333288192749,7.47333288192749,1.8208820819854736,255000,1.827298367023468,,
1962-01-17,7.440000057220459,7.440000057220459,7.3333330154418945,7.353332996368408,1.7916440963745117,420000,1.819014310836792,,
1962-01-18,7.373332977294922,7.446667194366455,7.373332977294922,7.373332977294922,1.7965179681777954,375000,1.813085639476776,,
1962-01-19,7.373332977294922,7.3933329582214355,7.293333053588867,7.380000114440918,1.798141360282898,405000,1.8109740614891052,,
1962-01-22,7.380000114440918,7.453332901000977,7.360000133514404,7.366666793823242,1.794893503189087,277500,1.8119486093521118,,
1962-01-23,7.363333225250244,7.373332977294922,7.28000020980835,7.293333053588867,1.7770248651504517,375000,1.8090247988700867,,
1962-01-24,7.293333053588867,7.3333330154418945,7.256667137145996,7.3333330154418945,1.7867720127105713,412500,1.8067506432533265,,
1962-01-25,7.3333330154418945,7.3933329582214355,7.239999771118164,7.25333309173584,1.7672796249389648,322500,1.800578248500824,,
1962-01-26,7.25333309173584,7.28000020980835,7.2133331298828125,7.216667175292969,1.7583458423614502,247500,1.7931875109672546,,
1962-01-29,7.216667175292969,7.266666889190674,7.093332767486572,7.093332767486572,1.7282954454421997,585000,1.7819796800613403,1.8065070450305938,
1962-01-30,7.093332767486572,7.133333206176758,7.00333309173584,7.00333309173584,1.7063663005828857,742500,1.7705281019210815,1.7989132344722747,
1962-01-31,7.073332786560059,7.2266669273376465,7.073332786560059,7.2266669273376465,1.7607821226119995,765000,1.7674419045448304,1.7932281076908112,
1962-02-01,7.300000190734863,7.413332939147949,7.300000190734863,7.3933329582214355,1.801390528678894,645000,1.76792916059494,1.790507400035858,
1962-02-02,7.3933329582214355,7.440000057220459,7.360000133514404,7.440000057220459,1.812760829925537,510000,1.7693911075592041,1.7901825845241546,
1962-02-05,7.440000057220459,7.440000057220459,7.306666851043701,7.3466668128967285,1.7900208234786987,315000,1.7689038395881653,1.7904262244701385,
1962-02-06,7.3466668128967285,7.360000133514404,7.320000171661377,7.353332996368408,1.7918881177902222,262500,1.7703901648521423,1.7897074818611145,
1962-02-07,7.360000133514404,7.400000095367432,7.360000133514404,7.360000133514404,1.793513298034668,255000,1.771064293384552,1.7889074683189392,
1962-02-08,7.360000133514404,7.400000095367432,7.360000133514404,7.366666793823242,1.7951371669769287,22500,1.7738500475883483,1.7872141480445862,
1962-02-09,7.366666793823242,7.420000076293945,7.3333330154418945,7.420000076293945,1.8081327676773071,435000,1.778828740119934,1.7860081255435944,
1962-02-12,7.420000076293945,7.480000019073486,7.413332939147949,7.426667213439941,1.8097589015960693,285000,1.786975085735321,1.7844773828983307,
1962-02-13,7.426667213439941,7.433332920074463,7.306666851043701,7.306666851043701,1.7805169820785522,262500,1.7943901538848877,1.7824591279029847,
1962-02-14,7.306666851043701,7.3333330154418945,7.28000020980835,7.293333053588867,1.7772670984268188,210000,1.7960386514663695,1.7817402780056,
1962-02-15,7.293333053588867,7.293333053588867,7.260000228881836,7.266666889190674,1.7707699537277222,232500,1.7929765939712525,1.7804528772830963,
1962-02-16,7.266666889190674,7.293333053588867,7.260000228881836,7.260000228881836,1.769145131111145,225000,1.7886150240898133,1.7790030658245086,
1962-02-19,7.260000228881836,7.293333053588867,7.173333168029785,7.186666965484619,1.7512731552124023,285000,1.7847402572631836,1.7768220484256745,
1962-02-20,7.190000057220459,7.2266669273376465,7.190000057220459,7.190000057220459,1.7520873546600342,292500,1.7807601809501648,1.7755751729011535,
1962-02-21,7.190000057220459,7.239999771118164,7.136666774749756,7.136666774749756,1.7390906810760498,367500,1.775317919254303,1.7731911063194274,
1962-02-23,7.146667003631592,7.173333168029785,7.146667003631592,7.159999847412109,1.7447764873504639,292500,1.7702818512916565,1.7720659494400024,
1962-02-26,7.159999847412109,7.1666669845581055,7.119999885559082,7.133333206176758,1.7382780313491821,300000,1.763296377658844,1.7710625588893891,
1962-02-27,7.133333206176758,7.193333148956299,7.093332767486572,7.146667003631592,1.7415276765823364,352500,1.7564732551574707,1.771724170446396,
1962-02-28,7.146667003631592,7.159999847412109,7.1066670417785645,7.159999847412109,1.7447764873504639,270000,1.752899205684662,1.7736446797847747,
1962-03-01,7.186666965484619,7.24666690826416,7.186666965484619,7.24666690826416,1.7658947706222534,285000,1.7517619729042053,1.7739003121852874,
1962-03-02,7.306666851043701,7.3466668128967285,7.306666851043701,7.306666851043701,1.7805169820785522,247500,1.7527366757392884,1.7728566348552703,
1962-03-05,7.306666851043701,7.306666851043701,7.25333309173584,7.28000020980835,1.7740193605422974,360000,1.7532240986824035,1.7709195613861084,
1962-03-06,7.28000020980835,7.313333034515381,7.266666889190674,7.2866668701171875,1.7756421566009521,187500,1.7556609988212586,1.7702006280422211,
1962-03-07,7.2866668701171875,7.309999942779541,7.266666889190674,7.309999942779541,1.7813291549682617,127500,1.7585851788520812,1.769672679901123,
1962-03-08,7.309999942779541,7.326666831970215,7.266666889190674,7.326666831970215,1.7853895425796509,187500,1.7632150650024414,1.7692664921283723,
1962-03-09,7.3333330154418945,7.373332977294922,7.3333330154418945,7.373332977294922,1.7967621088027954,292500,1.7684136271476745,1.7693477392196655,
1962-03-12,7.373332977294922,7.3933329582214355,7.3466668128967285,7.366666793823242,1.7951371669769287,285000,1.7740995407104492,1.7686979591846466,
1962-03-13,7.366666793823242,7.366666793823242,7.3333330154418945,7.360000133514404,1.793513298034668,127500,1.7792981028556825,1.7678856790065764,1.7871521067619325
1962-03-14,7.360000133514404,7.380000114440918,7.3333330154418945,7.3466668128967285,1.7902634143829346,202500,1.7838467955589294,1.7683730006217957,1.7857925248146058
1962-03-15,7.3466668128967285,7.386666774749756,7.3333330154418945,7.3333330154418945,1.7870153188705444,247500,1.7859588503837585,1.768860411643982,1.784043138027191
1962-03-16,7.3333330154418945,7.366666793823242,7.3333330154418945,7.366666793823242,1.7951371669769287,165000,1.7874208688735962,1.7700787723064422,1.7828297877311707
1962-03-19,7.380000114440918,7.413332939147949,7.380000114440918,7.386666774749756,1.800011157989502,375000,1.7900200486183167,1.77162207365036,1.7824448680877685
1962-03-20,7.373332977294922,7.373332977294922,7.340000152587891,7.340000152587891,1.7886390686035156,165000,1.791319739818573,1.7734903693199158,1.7825146889686585
1962-03-21,7.340000152587891,7.360000133514404,7.320000171661377,7.3466668128967285,1.7902634143829346,262500,1.7922131657600402,1.7753991723060607,1.782194697856903
1962-03-22,7.320000171661377,7.320000171661377,7.266666889190674,7.266666889190674,1.7707699537277222,240000,1.7907512068748475,1.7769831359386443,1.781419825553894
1962-03-23,7.2733330726623535,7.306666851043701,7.2733330726623535,7.293333053588867,1.7772670984268188,187500,1.7888017058372498,1.7786076664924622,1.7803850960731507
1962-03-26,7.293333053588867,7.320000171661377,7.28000020980835,7.289999961853027,1.7764545679092407,135000,1.7869334459304809,1.7805164933204651,1.7792691230773925
1962-03-27,7.2733330726623535,7.2733330726623535,7.146667003631592,7.1533331871032715,1.7431533336639404,352500,1.7818974494934081,1.7805977761745453,1.7773247146606446
1962-03-28,7.159999847412109,7.2133331298828125,7.159999847412109,7.193333148956299,1.7528990507125854,330000,1.7781610131263732,1.7810039043426513,1.7759650540351868
1962-03-29,7.193333148956299,7.2266669273376465,7.173333168029785,7.173333168029785,1.7480262517929077,232500,1.7742621064186097,1.780110478401184,1.7750926971435548
1962-03-30,7.159999847412109,7.159999847412109,7.070000171661377,7.103332996368408,1.7309682369232178,442500,1.7678452134132385,1.7776330411434174,1.7737817025184632
1962-04-02,7.099999904632568,7.099999904632568,7.006667137145996,7.006667137145996,1.7074116468429565,375000,1.758585262298584,1.7743026554584502,1.7719671082496644
1962-04-03,7.0,7.0,6.760000228881836,6.8333330154418945,1.6651736497879028,915000,1.7462387204170227,1.7687792301177978,1.7693727111816406
