Date,Open,High,Low,Close,Adj Close,Volume,10_ac_ma,20_ac_ma,50_ac_ma,10_ac_bb_u,10_ac_bb_l,20_ac_bb_u,20_ac_bb_l,50_ac_bb_u,50_ac_bb_l
1997-05-15,2.4375,2.5,1.9270830154418945,1.9583330154418945,1.9583330154418945,72156000,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-16,1.96875,1.9791669845581055,1.7083330154418945,1.7291669845581055,1.7291669845581055,14700000,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-19,1.7604169845581055,1.7708330154418945,1.625,1.7083330154418945,1.7083330154418945,6106800,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-20,1.7291669845581055,1.75,1.6354169845581055,1.6354169845581055,1.6354169845581055,5467200,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-21,1.6354169845581055,1.6458330154418945,1.375,1.4270830154418945,1.4270830154418945,18853200,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-22,1.4375,1.4479169845581055,1.3125,1.3958330154418945,1.3958330154418945,11776800,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-23,1.40625,1.5208330154418945,1.3333330154418945,1.5,1.5,15937200,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-27,1.5104169845581055,1.6458330154418945,1.4583330154418945,1.5833330154418945,1.5833330154418945,8697600,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-28,1.625,1.6354169845581055,1.53125,1.53125,1.53125,4574400,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
1997-05-29,1.5416669845581055,1.5416669845581055,1.4791669845581055,1.5052080154418945,1.5052080154418945,3472800,1.5973957061767579,1.5747395992279052,1.7728125762939453,1.9331095749302294,1.2616818374232863,1.8363328130173027,1.3131463854385077,2.4588031638135273,1.0868219887743633
